h,r,t,weight,comment
C_SyntheticConcept_006859,leadsTo,C_SyntheticConcept_006860,1.0,
C_SyntheticConcept_005046,leadsTo,C_SyntheticConcept_005194,1.0,
C_SyntheticConcept_018445,leadsTo,C_SyntheticConcept_018519,1.0,
C_SyntheticConcept_016197,leadsTo,C_SyntheticConcept_016198,1.0,
C_SyntheticConcept_015472,leadsTo,C_SyntheticConcept_015546,1.0,
C_SyntheticConcept_004759,leadsTo,C_SyntheticConcept_004944,1.0,
C_SyntheticConcept_017403,leadsTo,C_SyntheticConcept_017404,1.0,
C_SyntheticConcept_013425,leadsTo,C_SyntheticConcept_013573,1.0,
C_SyntheticConcept_014837,leadsTo,C_SyntheticConcept_014948,1.0,
C_SyntheticConcept_009185,leadsTo,C_SyntheticConcept_009370,1.0,
C_SyntheticConcept_005623,leadsTo,C_SyntheticConcept_005734,1.0,
C_SyntheticConcept_007154,leadsTo,C_SyntheticConcept_007302,1.0,
C_SyntheticConcept_010896,leadsTo,C_SyntheticConcept_011081,1.0,
C_SyntheticConcept_018952,leadsTo,C_SyntheticConcept_019100,1.0,
C_SyntheticConcept_004819,leadsTo,C_SyntheticConcept_004820,1.0,
C_SyntheticConcept_015294,leadsTo,C_SyntheticConcept_015405,1.0,
C_SyntheticConcept_013975,leadsTo,C_SyntheticConcept_014086,1.0,
C_SyntheticConcept_019556,leadsTo,C_SyntheticConcept_019704,1.0,
C_SyntheticConcept_018860,leadsTo,C_SyntheticConcept_018861,1.0,
C_SyntheticConcept_006195,leadsTo,C_SyntheticConcept_006343,1.0,
C_SyntheticConcept_017883,leadsTo,C_SyntheticConcept_017957,1.0,
C_SyntheticConcept_014703,leadsTo,C_SyntheticConcept_014777,1.0,
C_SyntheticConcept_003467,leadsTo,C_SyntheticConcept_003652,1.0,
C_SyntheticConcept_017752,leadsTo,C_SyntheticConcept_017863,1.0,
C_SyntheticConcept_007524,leadsTo,C_SyntheticConcept_007635,1.0,
C_SyntheticConcept_007280,leadsTo,C_SyntheticConcept_007281,1.0,
C_SyntheticConcept_014387,leadsTo,C_SyntheticConcept_014498,1.0,
C_SyntheticConcept_002956,leadsTo,C_SyntheticConcept_003104,1.0,
C_SyntheticConcept_013891,leadsTo,C_SyntheticConcept_014002,1.0,
C_SyntheticConcept_011936,leadsTo,C_SyntheticConcept_011937,1.0,
C_SyntheticConcept_008401,leadsTo,C_SyntheticConcept_008586,1.0,
C_SyntheticConcept_004888,leadsTo,C_SyntheticConcept_004889,1.0,
C_SyntheticConcept_000077,leadsTo,C_SyntheticConcept_000225,1.0,
C_SyntheticConcept_004775,leadsTo,C_SyntheticConcept_004923,1.0,
C_SyntheticConcept_018967,leadsTo,C_SyntheticConcept_018968,1.0,
C_SyntheticConcept_015062,leadsTo,C_SyntheticConcept_015173,1.0,
C_SyntheticConcept_012306,leadsTo,C_SyntheticConcept_012454,1.0,
C_SyntheticConcept_012950,leadsTo,C_SyntheticConcept_013024,1.0,
C_SyntheticConcept_009006,leadsTo,C_SyntheticConcept_009080,1.0,
C_SyntheticConcept_001100,leadsTo,C_SyntheticConcept_001248,1.0,
C_SyntheticConcept_005165,leadsTo,C_SyntheticConcept_005313,1.0,
C_SyntheticConcept_000200,leadsTo,C_SyntheticConcept_000201,1.0,
C_SyntheticConcept_015626,leadsTo,C_SyntheticConcept_015811,1.0,
C_SyntheticConcept_008540,leadsTo,C_SyntheticConcept_008614,1.0,
C_SyntheticConcept_019224,leadsTo,C_SyntheticConcept_019335,1.0,
C_SyntheticConcept_000604,leadsTo,C_SyntheticConcept_000789,1.0,
C_SyntheticConcept_005610,leadsTo,C_SyntheticConcept_005795,1.0,
C_SyntheticConcept_002062,leadsTo,C_SyntheticConcept_002136,1.0,
C_SyntheticConcept_007161,leadsTo,C_SyntheticConcept_007346,1.0,
C_SyntheticConcept_001223,leadsTo,C_SyntheticConcept_001408,1.0,
C_SyntheticConcept_013075,leadsTo,C_SyntheticConcept_013186,1.0,
C_SyntheticConcept_011956,leadsTo,C_SyntheticConcept_012104,1.0,
C_SyntheticConcept_007994,leadsTo,C_SyntheticConcept_007995,1.0,
C_SyntheticConcept_015970,leadsTo,C_SyntheticConcept_016118,1.0,
C_SyntheticConcept_003075,leadsTo,C_SyntheticConcept_003260,1.0,
C_SyntheticConcept_010957,leadsTo,C_SyntheticConcept_011031,1.0,
C_SyntheticConcept_008844,leadsTo,C_SyntheticConcept_008955,1.0,
C_SyntheticConcept_019393,leadsTo,C_SyntheticConcept_019541,1.0,
C_SyntheticConcept_016104,leadsTo,C_SyntheticConcept_016178,1.0,
C_SyntheticConcept_005867,leadsTo,C_SyntheticConcept_005868,1.0,
C_SyntheticConcept_000714,leadsTo,C_SyntheticConcept_000788,1.0,
C_SyntheticConcept_018014,leadsTo,C_SyntheticConcept_018125,1.0,
C_SyntheticConcept_016234,leadsTo,C_SyntheticConcept_016419,1.0,
C_SyntheticConcept_004639,leadsTo,C_SyntheticConcept_004713,1.0,
C_SyntheticConcept_000302,leadsTo,C_SyntheticConcept_000376,1.0,
C_SyntheticConcept_004058,leadsTo,C_SyntheticConcept_004169,1.0,
C_SyntheticConcept_000982,leadsTo,C_SyntheticConcept_000983,1.0,
C_SyntheticConcept_012644,leadsTo,C_SyntheticConcept_012792,1.0,
C_SyntheticConcept_007117,leadsTo,C_SyntheticConcept_007191,1.0,
C_SyntheticConcept_017236,leadsTo,C_SyntheticConcept_017384,1.0,
C_SyntheticConcept_017800,leadsTo,C_SyntheticConcept_017874,1.0,
C_SyntheticConcept_007627,leadsTo,C_SyntheticConcept_007775,1.0,
C_SyntheticConcept_011709,leadsTo,C_SyntheticConcept_011820,1.0,
C_SyntheticConcept_011835,leadsTo,C_SyntheticConcept_011983,1.0,
C_SyntheticConcept_011192,leadsTo,C_SyntheticConcept_011340,1.0,
C_SyntheticConcept_017697,leadsTo,C_SyntheticConcept_017845,1.0,
C_SyntheticConcept_018800,leadsTo,C_SyntheticConcept_018948,1.0,
C_SyntheticConcept_002148,leadsTo,C_SyntheticConcept_002222,1.0,
C_SyntheticConcept_001245,leadsTo,C_SyntheticConcept_001246,1.0,
C_SyntheticConcept_005154,leadsTo,C_SyntheticConcept_005155,1.0,
C_SyntheticConcept_019110,leadsTo,C_SyntheticConcept_019111,1.0,
C_SyntheticConcept_012545,leadsTo,C_SyntheticConcept_012546,1.0,
C_SyntheticConcept_018763,leadsTo,C_SyntheticConcept_018911,1.0,
C_SyntheticConcept_012243,leadsTo,C_SyntheticConcept_012244,1.0,
C_SyntheticConcept_011848,leadsTo,C_SyntheticConcept_012033,1.0,
C_SyntheticConcept_019295,leadsTo,C_SyntheticConcept_019369,1.0,
C_SyntheticConcept_008082,leadsTo,C_SyntheticConcept_008230,1.0,
C_SyntheticConcept_007016,leadsTo,C_SyntheticConcept_007090,1.0,
C_SyntheticConcept_007309,leadsTo,C_SyntheticConcept_007457,1.0,
C_SyntheticConcept_010649,leadsTo,C_SyntheticConcept_010797,1.0,
C_SyntheticConcept_004020,leadsTo,C_SyntheticConcept_004021,1.0,
C_SyntheticConcept_004619,leadsTo,C_SyntheticConcept_004730,1.0,
C_SyntheticConcept_006808,leadsTo,C_SyntheticConcept_006882,1.0,
C_SyntheticConcept_019704,leadsTo,C_SyntheticConcept_019815,1.0,
C_SyntheticConcept_007151,leadsTo,C_SyntheticConcept_007336,1.0,
C_SyntheticConcept_013303,leadsTo,C_SyntheticConcept_013414,1.0,
C_SyntheticConcept_000442,leadsTo,C_SyntheticConcept_000443,1.0,
C_SyntheticConcept_012523,leadsTo,C_SyntheticConcept_012671,1.0,
C_SyntheticConcept_013117,leadsTo,C_SyntheticConcept_013118,1.0,
C_SyntheticConcept_010052,leadsTo,C_SyntheticConcept_010053,1.0,
C_SyntheticConcept_010366,leadsTo,C_SyntheticConcept_010367,1.0,
C_SyntheticConcept_010944,leadsTo,C_SyntheticConcept_011129,1.0,
C_SyntheticConcept_009817,leadsTo,C_SyntheticConcept_009965,1.0,
C_SyntheticConcept_011160,leadsTo,C_SyntheticConcept_011271,1.0,
C_SyntheticConcept_013131,leadsTo,C_SyntheticConcept_013279,1.0,
C_SyntheticConcept_003665,leadsTo,C_SyntheticConcept_003666,1.0,
C_SyntheticConcept_014140,leadsTo,C_SyntheticConcept_014141,1.0,
C_SyntheticConcept_012899,leadsTo,C_SyntheticConcept_013084,1.0,
C_SyntheticConcept_007659,leadsTo,C_SyntheticConcept_007770,1.0,
C_SyntheticConcept_003801,leadsTo,C_SyntheticConcept_003875,1.0,
C_SyntheticConcept_009591,leadsTo,C_SyntheticConcept_009592,1.0,
C_SyntheticConcept_016734,leadsTo,C_SyntheticConcept_016882,1.0,
C_SyntheticConcept_007827,leadsTo,C_SyntheticConcept_007975,1.0,
C_SyntheticConcept_012943,leadsTo,C_SyntheticConcept_013091,1.0,
C_SyntheticConcept_002893,leadsTo,C_SyntheticConcept_003004,1.0,
C_SyntheticConcept_014135,leadsTo,C_SyntheticConcept_014283,1.0,
C_SyntheticConcept_010803,leadsTo,C_SyntheticConcept_010914,1.0,
C_SyntheticConcept_014148,leadsTo,C_SyntheticConcept_014149,1.0,
C_SyntheticConcept_018337,leadsTo,C_SyntheticConcept_018338,1.0,
C_SyntheticConcept_005589,leadsTo,C_SyntheticConcept_005590,1.0,
C_SyntheticConcept_007744,leadsTo,C_SyntheticConcept_007892,1.0,
C_SyntheticConcept_014584,leadsTo,C_SyntheticConcept_014695,1.0,
C_SyntheticConcept_019472,leadsTo,C_SyntheticConcept_019546,1.0,
C_SyntheticConcept_007738,leadsTo,C_SyntheticConcept_007886,1.0,
C_SyntheticConcept_017537,leadsTo,C_SyntheticConcept_017722,1.0,
C_SyntheticConcept_019743,leadsTo,C_SyntheticConcept_019891,1.0,
C_SyntheticConcept_010108,leadsTo,C_SyntheticConcept_010219,1.0,
C_SyntheticConcept_012576,leadsTo,C_SyntheticConcept_012577,1.0,
C_SyntheticConcept_011834,leadsTo,C_SyntheticConcept_011982,1.0,
C_SyntheticConcept_010100,leadsTo,C_SyntheticConcept_010174,1.0,
C_SyntheticConcept_018884,leadsTo,C_SyntheticConcept_018958,1.0,
C_SyntheticConcept_010108,leadsTo,C_SyntheticConcept_010293,1.0,
C_SyntheticConcept_016047,leadsTo,C_SyntheticConcept_016232,1.0,
C_SyntheticConcept_006867,leadsTo,C_SyntheticConcept_006941,1.0,
C_SyntheticConcept_019104,leadsTo,C_SyntheticConcept_019215,1.0,
C_SyntheticConcept_016696,leadsTo,C_SyntheticConcept_016881,1.0,
C_SyntheticConcept_000040,leadsTo,C_SyntheticConcept_000188,1.0,
C_SyntheticConcept_018579,leadsTo,C_SyntheticConcept_018764,1.0,
C_SyntheticConcept_006012,leadsTo,C_SyntheticConcept_006123,1.0,
C_SyntheticConcept_014284,leadsTo,C_SyntheticConcept_014285,1.0,
C_SyntheticConcept_001176,leadsTo,C_SyntheticConcept_001287,1.0,
C_SyntheticConcept_014055,leadsTo,C_SyntheticConcept_014056,1.0,
C_SyntheticConcept_008224,leadsTo,C_SyntheticConcept_008335,1.0,
C_SyntheticConcept_008483,leadsTo,C_SyntheticConcept_008594,1.0,
C_SyntheticConcept_018558,leadsTo,C_SyntheticConcept_018706,1.0,
C_SyntheticConcept_004068,leadsTo,C_SyntheticConcept_004216,1.0,
C_SyntheticConcept_003033,leadsTo,C_SyntheticConcept_003218,1.0,
C_SyntheticConcept_011575,leadsTo,C_SyntheticConcept_011723,1.0,
C_SyntheticConcept_003199,leadsTo,C_SyntheticConcept_003273,1.0,
C_SyntheticConcept_002555,leadsTo,C_SyntheticConcept_002556,1.0,
C_SyntheticConcept_003036,leadsTo,C_SyntheticConcept_003184,1.0,
C_SyntheticConcept_018218,leadsTo,C_SyntheticConcept_018366,1.0,
C_SyntheticConcept_009041,leadsTo,C_SyntheticConcept_009042,1.0,
C_SyntheticConcept_003693,leadsTo,C_SyntheticConcept_003694,1.0,
C_SyntheticConcept_007644,leadsTo,C_SyntheticConcept_007645,1.0,
C_SyntheticConcept_004575,leadsTo,C_SyntheticConcept_004760,1.0,
C_SyntheticConcept_001142,leadsTo,C_SyntheticConcept_001143,1.0,
C_SyntheticConcept_005555,leadsTo,C_SyntheticConcept_005740,1.0,
C_SyntheticConcept_001333,leadsTo,C_SyntheticConcept_001334,1.0,
C_SyntheticConcept_009559,leadsTo,C_SyntheticConcept_009707,1.0,
C_SyntheticConcept_000837,leadsTo,C_SyntheticConcept_000838,1.0,
C_SyntheticConcept_004200,leadsTo,C_SyntheticConcept_004274,1.0,
C_SyntheticConcept_014419,leadsTo,C_SyntheticConcept_014420,1.0,
C_SyntheticConcept_006291,leadsTo,C_SyntheticConcept_006402,1.0,
C_SyntheticConcept_011804,leadsTo,C_SyntheticConcept_011989,1.0,
C_SyntheticConcept_004397,leadsTo,C_SyntheticConcept_004471,1.0,
C_SyntheticConcept_017181,leadsTo,C_SyntheticConcept_017366,1.0,
C_SyntheticConcept_017202,leadsTo,C_SyntheticConcept_017350,1.0,
C_SyntheticConcept_003383,leadsTo,C_SyntheticConcept_003384,1.0,
C_SyntheticConcept_003909,leadsTo,C_SyntheticConcept_003910,1.0,
C_SyntheticConcept_012913,leadsTo,C_SyntheticConcept_013098,1.0,
C_SyntheticConcept_015309,leadsTo,C_SyntheticConcept_015494,1.0,
C_SyntheticConcept_013742,leadsTo,C_SyntheticConcept_013927,1.0,
C_SyntheticConcept_012798,leadsTo,C_SyntheticConcept_012799,1.0,
C_SyntheticConcept_014257,leadsTo,C_SyntheticConcept_014258,1.0,
C_SyntheticConcept_001640,leadsTo,C_SyntheticConcept_001788,1.0,
C_SyntheticConcept_002209,leadsTo,C_SyntheticConcept_002283,1.0,
C_SyntheticConcept_017987,leadsTo,C_SyntheticConcept_018135,1.0,
C_SyntheticConcept_016316,leadsTo,C_SyntheticConcept_016390,1.0,
C_SyntheticConcept_004126,leadsTo,C_SyntheticConcept_004237,1.0,
C_SyntheticConcept_006062,leadsTo,C_SyntheticConcept_006173,1.0,
C_SyntheticConcept_013098,leadsTo,C_SyntheticConcept_013172,1.0,
C_SyntheticConcept_014115,leadsTo,C_SyntheticConcept_014189,1.0,
C_SyntheticConcept_017851,leadsTo,C_SyntheticConcept_018036,1.0,
C_SyntheticConcept_003518,leadsTo,C_SyntheticConcept_003592,1.0,
C_SyntheticConcept_003375,leadsTo,C_SyntheticConcept_003560,1.0,
C_SyntheticConcept_002701,leadsTo,C_SyntheticConcept_002849,1.0,
C_SyntheticConcept_005391,leadsTo,C_SyntheticConcept_005465,1.0,
C_SyntheticConcept_003252,leadsTo,C_SyntheticConcept_003363,1.0,
C_SyntheticConcept_010049,leadsTo,C_SyntheticConcept_010160,1.0,
C_SyntheticConcept_013955,leadsTo,C_SyntheticConcept_014029,1.0,
C_SyntheticConcept_019158,leadsTo,C_SyntheticConcept_019343,1.0,
C_SyntheticConcept_011594,leadsTo,C_SyntheticConcept_011742,1.0,
C_SyntheticConcept_010625,leadsTo,C_SyntheticConcept_010810,1.0,
C_SyntheticConcept_002310,leadsTo,C_SyntheticConcept_002458,1.0,
C_SyntheticConcept_003914,leadsTo,C_SyntheticConcept_004062,1.0,
C_SyntheticConcept_011482,leadsTo,C_SyntheticConcept_011556,1.0,
C_SyntheticConcept_017098,leadsTo,C_SyntheticConcept_017099,1.0,
C_SyntheticConcept_001465,leadsTo,C_SyntheticConcept_001466,1.0,
C_SyntheticConcept_004897,leadsTo,C_SyntheticConcept_005045,1.0,
C_SyntheticConcept_013546,leadsTo,C_SyntheticConcept_013694,1.0,
C_SyntheticConcept_014672,leadsTo,C_SyntheticConcept_014746,1.0,
C_SyntheticConcept_010329,leadsTo,C_SyntheticConcept_010514,1.0,
C_SyntheticConcept_010235,leadsTo,C_SyntheticConcept_010236,1.0,
C_SyntheticConcept_011325,leadsTo,C_SyntheticConcept_011399,1.0,
C_SyntheticConcept_005996,leadsTo,C_SyntheticConcept_006144,1.0,
C_SyntheticConcept_006304,leadsTo,C_SyntheticConcept_006378,1.0,
C_SyntheticConcept_015743,leadsTo,C_SyntheticConcept_015928,1.0,
C_SyntheticConcept_011474,leadsTo,C_SyntheticConcept_011548,1.0,
C_SyntheticConcept_009070,leadsTo,C_SyntheticConcept_009181,1.0,
C_SyntheticConcept_012097,leadsTo,C_SyntheticConcept_012245,1.0,
C_SyntheticConcept_000965,leadsTo,C_SyntheticConcept_001113,1.0,
C_SyntheticConcept_017300,leadsTo,C_SyntheticConcept_017411,1.0,
C_SyntheticConcept_004404,leadsTo,C_SyntheticConcept_004589,1.0,
C_SyntheticConcept_014635,leadsTo,C_SyntheticConcept_014746,1.0,
C_SyntheticConcept_017831,leadsTo,C_SyntheticConcept_017832,1.0,
C_SyntheticConcept_003756,leadsTo,C_SyntheticConcept_003941,1.0,
C_SyntheticConcept_009365,leadsTo,C_SyntheticConcept_009550,1.0,
C_SyntheticConcept_007958,leadsTo,C_SyntheticConcept_007959,1.0,
C_SyntheticConcept_001884,leadsTo,C_SyntheticConcept_001995,1.0,
C_SyntheticConcept_018799,leadsTo,C_SyntheticConcept_018910,1.0,
C_SyntheticConcept_009931,leadsTo,C_SyntheticConcept_010005,1.0,
C_SyntheticConcept_000097,leadsTo,C_SyntheticConcept_000208,1.0,
C_SyntheticConcept_015119,leadsTo,C_SyntheticConcept_015267,1.0,
C_SyntheticConcept_010611,leadsTo,C_SyntheticConcept_010796,1.0,
C_SyntheticConcept_008699,leadsTo,C_SyntheticConcept_008884,1.0,
C_SyntheticConcept_002725,leadsTo,C_SyntheticConcept_002873,1.0,
C_SyntheticConcept_000457,leadsTo,C_SyntheticConcept_000568,1.0,
C_SyntheticConcept_002133,leadsTo,C_SyntheticConcept_002207,1.0,
C_SyntheticConcept_003368,leadsTo,C_SyntheticConcept_003516,1.0,
C_SyntheticConcept_012782,leadsTo,C_SyntheticConcept_012967,1.0,
C_SyntheticConcept_008046,leadsTo,C_SyntheticConcept_008157,1.0,
C_SyntheticConcept_010646,leadsTo,C_SyntheticConcept_010831,1.0,
C_SyntheticConcept_011257,leadsTo,C_SyntheticConcept_011405,1.0,
C_SyntheticConcept_017383,leadsTo,C_SyntheticConcept_017384,1.0,
C_SyntheticConcept_005845,leadsTo,C_SyntheticConcept_005846,1.0,
C_SyntheticConcept_011012,leadsTo,C_SyntheticConcept_011160,1.0,
C_SyntheticConcept_013204,leadsTo,C_SyntheticConcept_013315,1.0,
C_SyntheticConcept_018258,leadsTo,C_SyntheticConcept_018332,1.0,
C_SyntheticConcept_005191,leadsTo,C_SyntheticConcept_005302,1.0,
C_SyntheticConcept_009990,leadsTo,C_SyntheticConcept_009991,1.0,
C_SyntheticConcept_006835,leadsTo,C_SyntheticConcept_006836,1.0,
C_SyntheticConcept_003328,leadsTo,C_SyntheticConcept_003513,1.0,
C_SyntheticConcept_009620,leadsTo,C_SyntheticConcept_009805,1.0,
C_SyntheticConcept_014301,leadsTo,C_SyntheticConcept_014412,1.0,
C_SyntheticConcept_017491,leadsTo,C_SyntheticConcept_017565,1.0,
C_SyntheticConcept_006904,leadsTo,C_SyntheticConcept_006905,1.0,
C_SyntheticConcept_011596,leadsTo,C_SyntheticConcept_011781,1.0,
C_SyntheticConcept_014740,leadsTo,C_SyntheticConcept_014888,1.0,
C_SyntheticConcept_017727,leadsTo,C_SyntheticConcept_017801,1.0,
C_SyntheticConcept_019644,leadsTo,C_SyntheticConcept_019718,1.0,
C_SyntheticConcept_003538,leadsTo,C_SyntheticConcept_003539,1.0,
C_SyntheticConcept_009455,leadsTo,C_SyntheticConcept_009566,1.0,
C_SyntheticConcept_005015,leadsTo,C_SyntheticConcept_005163,1.0,
C_SyntheticConcept_018456,leadsTo,C_SyntheticConcept_018530,1.0,
C_SyntheticConcept_002611,leadsTo,C_SyntheticConcept_002759,1.0,
C_SyntheticConcept_002828,leadsTo,C_SyntheticConcept_002829,1.0,
C_SyntheticConcept_007998,leadsTo,C_SyntheticConcept_008183,1.0,
C_SyntheticConcept_004638,leadsTo,C_SyntheticConcept_004786,1.0,
C_SyntheticConcept_013708,leadsTo,C_SyntheticConcept_013709,1.0,
C_SyntheticConcept_008569,leadsTo,C_SyntheticConcept_008570,1.0,
C_SyntheticConcept_008187,leadsTo,C_SyntheticConcept_008298,1.0,
C_SyntheticConcept_016121,leadsTo,C_SyntheticConcept_016122,1.0,
C_SyntheticConcept_006716,leadsTo,C_SyntheticConcept_006901,1.0,
C_SyntheticConcept_003147,leadsTo,C_SyntheticConcept_003258,1.0,
C_SyntheticConcept_008632,leadsTo,C_SyntheticConcept_008817,1.0,
C_SyntheticConcept_009500,leadsTo,C_SyntheticConcept_009574,1.0,
C_SyntheticConcept_018914,leadsTo,C_SyntheticConcept_019025,1.0,
C_SyntheticConcept_013845,leadsTo,C_SyntheticConcept_013956,1.0,
C_SyntheticConcept_017717,leadsTo,C_SyntheticConcept_017791,1.0,
C_SyntheticConcept_003494,leadsTo,C_SyntheticConcept_003679,1.0,
C_SyntheticConcept_007912,leadsTo,C_SyntheticConcept_007986,1.0,
C_SyntheticConcept_011964,leadsTo,C_SyntheticConcept_012149,1.0,
C_SyntheticConcept_009468,leadsTo,C_SyntheticConcept_009469,1.0,
C_SyntheticConcept_013258,leadsTo,C_SyntheticConcept_013406,1.0,
C_SyntheticConcept_007450,leadsTo,C_SyntheticConcept_007635,1.0,
C_SyntheticConcept_001151,leadsTo,C_SyntheticConcept_001299,1.0,
C_SyntheticConcept_015333,leadsTo,C_SyntheticConcept_015407,1.0,
C_SyntheticConcept_001189,leadsTo,C_SyntheticConcept_001300,1.0,
C_SyntheticConcept_000676,leadsTo,C_SyntheticConcept_000824,1.0,
C_SyntheticConcept_010232,leadsTo,C_SyntheticConcept_010417,1.0,
C_SyntheticConcept_007463,leadsTo,C_SyntheticConcept_007574,1.0,
C_SyntheticConcept_003865,leadsTo,C_SyntheticConcept_003939,1.0,
C_SyntheticConcept_014184,leadsTo,C_SyntheticConcept_014185,1.0,
C_SyntheticConcept_008960,leadsTo,C_SyntheticConcept_009071,1.0,
C_SyntheticConcept_005624,leadsTo,C_SyntheticConcept_005735,1.0,
C_SyntheticConcept_010146,leadsTo,C_SyntheticConcept_010147,1.0,
C_SyntheticConcept_011423,leadsTo,C_SyntheticConcept_011608,1.0,
C_SyntheticConcept_001948,leadsTo,C_SyntheticConcept_002133,1.0,
C_SyntheticConcept_010002,leadsTo,C_SyntheticConcept_010187,1.0,
C_SyntheticConcept_000186,leadsTo,C_SyntheticConcept_000297,1.0,
C_SyntheticConcept_017357,leadsTo,C_SyntheticConcept_017468,1.0,
C_SyntheticConcept_001664,leadsTo,C_SyntheticConcept_001665,1.0,
C_SyntheticConcept_004045,leadsTo,C_SyntheticConcept_004119,1.0,
C_SyntheticConcept_010457,leadsTo,C_SyntheticConcept_010642,1.0,
C_SyntheticConcept_006511,leadsTo,C_SyntheticConcept_006585,1.0,
C_SyntheticConcept_007621,leadsTo,C_SyntheticConcept_007622,1.0,
C_SyntheticConcept_008355,leadsTo,C_SyntheticConcept_008503,1.0,
C_SyntheticConcept_013100,leadsTo,C_SyntheticConcept_013211,1.0,
C_SyntheticConcept_001316,leadsTo,C_SyntheticConcept_001501,1.0,
C_SyntheticConcept_011091,leadsTo,C_SyntheticConcept_011276,1.0,
C_SyntheticConcept_009842,leadsTo,C_SyntheticConcept_009990,1.0,
C_SyntheticConcept_013171,leadsTo,C_SyntheticConcept_013356,1.0,
C_SyntheticConcept_003785,leadsTo,C_SyntheticConcept_003933,1.0,
C_SyntheticConcept_009429,leadsTo,C_SyntheticConcept_009503,1.0,
C_SyntheticConcept_002797,leadsTo,C_SyntheticConcept_002982,1.0,
C_SyntheticConcept_012514,leadsTo,C_SyntheticConcept_012625,1.0,
C_SyntheticConcept_017708,leadsTo,C_SyntheticConcept_017856,1.0,
C_SyntheticConcept_003833,leadsTo,C_SyntheticConcept_003944,1.0,
C_SyntheticConcept_009264,leadsTo,C_SyntheticConcept_009338,1.0,
C_SyntheticConcept_006487,leadsTo,C_SyntheticConcept_006598,1.0,
C_SyntheticConcept_017760,leadsTo,C_SyntheticConcept_017945,1.0,
C_SyntheticConcept_005774,leadsTo,C_SyntheticConcept_005959,1.0,
C_SyntheticConcept_000529,leadsTo,C_SyntheticConcept_000677,1.0,
C_SyntheticConcept_015040,leadsTo,C_SyntheticConcept_015114,1.0,
C_SyntheticConcept_018218,leadsTo,C_SyntheticConcept_018219,1.0,
C_SyntheticConcept_001535,leadsTo,C_SyntheticConcept_001536,1.0,
C_SyntheticConcept_012628,leadsTo,C_SyntheticConcept_012739,1.0,
C_SyntheticConcept_019486,leadsTo,C_SyntheticConcept_019487,1.0,
C_SyntheticConcept_012096,leadsTo,C_SyntheticConcept_012170,1.0,
C_SyntheticConcept_012235,leadsTo,C_SyntheticConcept_012309,1.0,
C_SyntheticConcept_017670,leadsTo,C_SyntheticConcept_017781,1.0,
C_SyntheticConcept_014803,leadsTo,C_SyntheticConcept_014804,1.0,
C_SyntheticConcept_003129,leadsTo,C_SyntheticConcept_003240,1.0,
C_SyntheticConcept_005842,leadsTo,C_SyntheticConcept_005843,1.0,
C_SyntheticConcept_004584,leadsTo,C_SyntheticConcept_004769,1.0,
C_SyntheticConcept_009115,leadsTo,C_SyntheticConcept_009189,1.0,
C_SyntheticConcept_008060,leadsTo,C_SyntheticConcept_008134,1.0,
C_SyntheticConcept_011022,leadsTo,C_SyntheticConcept_011170,1.0,
C_SyntheticConcept_007207,leadsTo,C_SyntheticConcept_007355,1.0,
C_SyntheticConcept_013607,leadsTo,C_SyntheticConcept_013681,1.0,
C_SyntheticConcept_000668,leadsTo,C_SyntheticConcept_000779,1.0,
C_SyntheticConcept_002595,leadsTo,C_SyntheticConcept_002706,1.0,
C_SyntheticConcept_019329,leadsTo,C_SyntheticConcept_019477,1.0,
C_SyntheticConcept_006430,leadsTo,C_SyntheticConcept_006578,1.0,
